pid	doc	score
581003	You need to cut the study in two :    On  A=[-1,1] , you have  \|f\|_{1,A}^2 \leq 2\|f\|_{2,A}^2 \leq 2\|f\|_2^2  (Jensen inequality)    On  A^c=[-1,1]^c , you have     \|f\|_{1,A^c} = \left\| \frac{g}{x} \right\|_{1,A^c} \leq \|g\|_{2,A^c}\|\frac{1}{x}\|_{2,A^c} \leq \sqrt{2} \|g\|_2    Hence     \|f\|_1 \leq \sqrt{2}(\|f\|_2+\|g\|_2)    	0.822178840637207
690501	If  x \in \mathbb{R}^p , you have  \|x\|_2 \le \|x\|_1  \le \sqrt{p} \|x\|_2 .    To see this, note that  \|x\|_2^2 = \sum_i x_i^2 \le (\sum_i |x_i|)(\sum_i |x_i|) = \|x\|_1^2 , and the other side follows directly from the Cauchy-Schwartz inequality.    We have  A:\mathbb{R}^n \to \mathbb{R}^m .    Then  \|Ax\|_2 \le \|Ax\|_1 \le \|A\|_1 \|x\|_1 \le \sqrt{n} \|A\|_1 \|x\|_2 , and so  \|A\|_2 \le \sqrt{n} \|A\|_1 .    Similarly,   \|A x\|_1 \le \sqrt{m} \|A x\|_2 \le \sqrt{m} \|A\|_2 \|x\|_2 \le \sqrt{m} \|A\|_2 \|x\|_1 , and so  \|A\|_1 \le \sqrt{m} \|A\|_2 .  	0.8207961320877075
480640	I guess it holds for  \|X\|_{1}\leq \frac{1}{\|A\|_{1}} . Let  A  be a  m\times n  matrix. Then  A^{T}:\mathbb{R}^{m}\to\mathbb{R}^{n}  is a linear map. Now if we consider the  \ell_{\infty}  norm on both  \mathbb{R}^{m}  and  \mathbb{R}^{n} , then  \|A\|_{1}=\|A^{T}\|_{op} , where  \|\cdot\|_{op}  stands for the  operator norm . Therefore \begin{eqnarray} \|XA\|_{1}=\|A^{T}X^{T}\|_{op}\leq\|X^{T}\|_{op}\|A^{T}\|_{op}=\|X\|_{1}\|A\|_{1}. \end{eqnarray}  If  \|X\|_{1}\leq \frac{1}{\|A\|_{1}} , then we have  \|XA\|_{1}\leq 1 .  	0.8195104598999023
135473	This is wrong. In what follows, we assume that we are working with the operator norm.  If  A  is non-singular, it is easy to check that  P  is non-singular for all  P\in B\left(A;\frac{1}{\Vert A^{-1}\Vert}\right) .    The proof runs as follows. Let  P\in B\left(A,\frac{1}{\|A^{-1}\|}\right) . We shall prove that  P\in GL_n(\mathbb{R}) . For each  x\in\mathbb{R}^n , \begin{eqnarray*} \|x\|&=&\|A^{-1}(Ax)\|\leqslant \|A^{-1}\|\|Ax\|\\& \leqslant & \|A^{-1}\|\left(\|(A-P)x\|+\|Px\|\right)\leqslant \|A^{-1}\|\left(\|A-P\|\|x\|+\|Px\|\right). \end{eqnarray*} Thus,   \|x\|\leqslant \frac{\|A^{-1}\|}{1-\|A-P\|\|A^{-1}\|}\|Px\|,\text{ for all }x\in\mathbb{R}^n.   This implies that  P\in GL_n(\mathbb{R})  because if   Px=0 , we have  x=0 . Thus we have proved that   B\left(A,\frac{1}{\|A^{-1}\|}\right)\subset GL_n(\mathbb{R}) .  	0.8184606432914734
698211	Hint:    \frac{1}{\|A^{-1}\|\|A\|}=\left|\frac{\lambda_{min}(A)}{\lambda_{max}(A)}\right|\leq 1 \ [\text{applicable only for the normal matrices}]      \frac{1}{\|A^{-1}\|\|A\|}=\frac{\sigma_{min}(A)}{\sigma_{max}(A)}\leq 1 \ [\text{true only when, } \|\cdot\| \text{ denotes } \|\cdot\|_2]  For any matrix  A, \ \kappa(A) \geq 1 .    [Please check the comments below for another approach to solve this problem.]  	0.8180593848228455
1105862	Your inequalities all go in the same direction, so you cannot possibly prove inequalities both ways.     You have the easy inequalities  \|x\|_2\leq\|x\|_1\leq\sqrt n\,\|x\|_2.  So you immediately get (from the definition, not the characterization you quote)  \tag{1}\bbox[5px,border:2px solid green]{\|A\|_{2,2}\leq\|A\|_{2,1}\leq\sqrt n\|A\|_{2,2}.}   These inequalities are sharp. For instance, if  A=E_{11} , then    \|Ax\|_1=\|(x_1,0,\ldots,0)\|_1=|x_1|=\|x\|_2.   So  \|A\|_{2,2}=\|A\|_{1,1} . And if  A=I_m , then  \|Ax\|_1=\|x\|_1 , so   \|A\|_{2,1}=\max\{\|x\|_1:\ \|x\|_2=1\}=\sqrt n,   while  \|A\|_{2,2}=1 . So  \|A\|_{2,1}=\sqrt n\|A\|_{2,2} .    Edit:  here is a short proof of the inequalities  (1) , in case they are not obvious.    You have, for any nonzero  x .    \frac{\|Ax\|_2}{\|x\|_2}\leq\frac{\|Ax\|_1}{\|x\|_2}\leq\|A\|_{2,1}.   Now you take supremum (forget about the term on the middle) and you obtain   \|A\|_{2,2}\leq\|A\|_{1,1}.   Similarly, start with    \frac{\|Ax\|_1}{\|x\|_2}\leq\sqrt{n}\,\frac{\|Ax\|_2}{\|x\|_2}\leq\sqrt{n}\,\|A\|_{2,2}.   Now forget the middle term and take supremum, to obtain   \|A\|_{2,1}\leq\sqrt{n}\,\|A\|_{2,2}.   	0.8164936900138855
870788	Consider the sequence  \xi  given by \begin{align} \xi_i = \frac{\operatorname{sgn}(a_i)|a_i|^{q-1}}{|| a||_q^{q-1}}. \end{align} Observe  \xi \in \ell^p , since \begin{align} \left(\sum^\infty_{i=1}\frac{|a_i|^{p(q-1)}}{||a||_q^q}\right)^{1/p} = \left(\sum^\infty_{i=1} \frac{|a_i|^q}{||a||_q^q} \right)^{1/p} = \frac{||a||_q^{q/p}}{||a||_q^{q/p}}<\infty. \end{align} Moreover, we have that \begin{align} f(\xi) = \sum^\infty_{n=1}\frac{|a_i|^q}{||a||^{q-1}}=||a||_q. \end{align}  	0.8128978610038757
354020	A connection between determinant and Frobenius norm results from the fact that  |\det A|  is the volume of the spat  A[0,1]^n  and that this is smaller than the volume of a rectangular box with the same side lengths.    If  A  has columns  A=(a_1,a_2,..., a_n)  then    |\det(A)| \le  \|a_1\|\,\|a_2\|\,....\,\|a_n\| \le  \left(\frac{\|a_1\|^2+\|a_2\|^2+....+\|a_n\|^2}{n}\right)^{\frac{n}{2}} = \left(\frac{\|A\|_F^2}{n}\right)^{\frac{n}{2}} =\frac{\|A\|_F^n}{n^{n/2}}   	0.8124208450317383
1197878	This is the Holder's inequality for  q=1  and  p=\infty  i.e.     \begin{align*} \|v u\|_2 &=\sqrt{\|v^2 u^2 \|_1}\\ &\leq    \sqrt{\| v^2\|_\infty}\sqrt{ \| u^2\|_1}\\ &=\|v\|_\infty \|u\|_2 \end{align*} And for the proof someone can see Martin's answer.    In certain cases the previous version of Holder's can be, easily, derived from the more popular one, i.e. when  1	0.8123541474342346
141144	(not doing all, but here's a few)      The key here is to notice that    \|A\|_F^2=\text{Tr}_n(A^TA).   Then   \|A\|_2^2=\lambda_\max(A^TA)\leq\text{Tr}_n(A^TA)\leq n\lambda_\max(A^TA),   so  \||A\|_2\leq\|A\|_F\leq\sqrt n\|A\|_2 .   Here, writing  e=(1,\ldots,1)^T\in\mathbb R^n ,   \|A\|_\infty=\max_i\sum_j|A_{ij}|=\|Ae\|_\infty\leq\|Ae\|_2\leq\|A\|_2\|e\|_2=\sqrt n\|A\|_2     	0.8119800686836243
179421	Referring to a previous  problem , for  ||A||<1 , we have     (I-A)^{-1} = \sum_{n=0}^{\infty}A^n       \implies  ||(I-A)^{-1}|| = ||\sum_{n=0}^{\infty}A^n||\leq \sum_{n=0}^{\infty}||A^n||\leq \sum_{n=0}^{\infty}||A||^n=\frac{1}{1-||A||}       \implies ||(I-A)^{-1}|| \leq \frac{1}{1-||A||}.     Note that, we have used the fact that      ||A^n||\leq ||A||^n .    	0.8109744787216187
1130305	You can compute straight away  \|a^2b\|_{L^2}^2 = \int a^3 ab^2 \leq \frac{1}{2} \int a^6 + a^2b^4 = C( \|a\|_{L^6}^6 + \|ab^2\|_{L^2}^2) \leq C( \|a\|_{L^6}^6 + \|a\|_{L^\infty}^2\|b^2\|_{L^2}^2).   Take the square root on both sides   \|ab^2\|_{L^2} \leq C \sqrt{\|a\|_{L^6}^6 + \|a\|_{L^\infty}^2\|b^2\|_{L^2}^2} \leq C(\|a\|_{L^6}^3 + \|a\|_{L^\infty}\|b^2\|_{L^2}).   Note that all we used where pointwise elementary inequality such as   ab \leq \frac{1}{2}(a^2+b^2)   and   \sqrt{a^2+b^2}\leq C (|a|+|b|).   For this reason this holds even on unbounded domains and not just on the torus.  	0.8091915845870972
402695	I don't know if I get your question correctly, but it seems like the induced norm is defined in the usual way, i.e.   \|A\|_1:=\sup_{x\ne 0}\frac{\|Ax\|_1}{\|x\|_1}   and the goal is to show that   C:=\max_{1\leqslant j\leqslant n}\sum_{i=1}^n \left|a_{ij}\right|=\sup_{x\ne 0}\frac{\|Ax\|_1}{\|x\|_1}  The inequality  \|A\|_1\leqslant C  says essentially that for every  x  you have   \frac{\|Ax\|_1}{\|x\|_1}\leqslant C   But you don't know yet if the  \sup  is a  \max . So if there exists an  x\ne 0  such that  C=\frac{\|Ax\|_1}{\|x\|_1}  , you're done.  	0.8086565732955933
141310	For  y \in \mathbb{R}^m  you have  \|y\|_2 = \sqrt{\sum_k y_k^2} \leq \sqrt{\sum_k \|y\|_\infty^2}= \sqrt{m} \|y\|_\infty .    Hence  \|Ax\|_2 \leq \sqrt{m} \|Ax\|_\infty , for all  x . Now suppose  \|x\|_\infty\leq 1 , then we have  \|Ax\|_2 \leq \sup_{\|x\|_\infty\leq 1} \sqrt{m} \|Ax\|_\infty = \sqrt{m} \|A\|_\infty . Now suppose  \|x\|_2\leq 1 . Then  we have  \|x\|_\infty \leq 1  and so  \|A\|_2 = \sup_{\|x\|_2\leq 1} \|Ax\|_2 \leq   \sqrt{m} \|A\|_\infty .    Now note that for any norm and  any  \sigma>0  we have  \sup_{\|x\|\leq \sigma} \|Ax\| = \sigma \|A\| . It is straightforward to show that if  y \in \mathbb{R}^m  you have  \|y\|_2 \leq \|y\|_1 . It is also straightforward to show that if  x \in \mathbb{R}^n  and   \|x\|_2\leq 1 , then  \|x\|_1 \leq \sqrt{n}  (ie,  B_2(0,1) \subset B_1(0,\sqrt{n}) ).    Hence we have  \|Ax\|_2 \leq \|Ax\|_1 . Now suppose  \|x\|_1 \leq \sqrt{n} , then we have  \|Ax\|_2 \leq \sup_{\|x\|_1 \leq \sqrt{n}}\|Ax\|_1 = \sqrt{n} \|A\|_1 , and since  B_2(0,1) \subset B_1(0,\sqrt{n}) , we have  \|A\|_2 = \sup_{\|x\|_2\leq 1} \|Ax\|_2 \leq \sqrt{n} \|A\|_1 .  	0.8081624507904053
1092530	Answer to the question:  for all  A\in\Bbb R^{m\times n}  we have,      \color{blue}{n^{-\frac1p}m^{-\frac1q} \|A\|_p \le  \|A\|_q \le  m^{\frac1p}n^{\frac1q} \|A\|_p }  See Below for explanatory details.      Hence take  C_2 =m^{\frac1p}n^{\frac1q}, ~~~~C_{1}^{-1}=n^{\frac1p}m^{\frac1q}        Lemma:  for all  x\in\Bbb R^d   We have,     \color{red}{d^{-\frac1q} \cdot\|x\|_q\le  \|x\|_p \leq d^{\frac1p} \cdot\|x\|_q\tag{I}}     Proof:    Indeed,  for  x\in\Bbb R^d   we get   \|x\|_\infty \le \|x\|_p\le  n^{\frac1p}\|x\|_\infty \quad\text{and}\quad\|x\|_\infty \le \|x\|_q\le  n^{\frac1q}\|x\|_\infty     Then we have,   \color{red}{d^{-\frac1q} \cdot\|x\|_q\le  \|x\|_p \leq d^{\frac1p} \cdot\|x\|_q\tag{I}}      Then, for  x\in\Bbb R^n  we have,  Ax\in \Bbb R^m  and hence,  \|Ax\|_p \overset{(I)}{\le} n^{\frac1p} \cdot\|Ax\|_q \le  m^{\frac1p} \|A\|_q\cdot\|x\|_q \overset{(I)}{\le}  m^{\frac1p}n^{\frac1q}  \cdot\|x\|_p    that is  \|A\|_p=\max_{x\neq0}\frac{\|Ax\|_p}{\|x\|_p} \le  m^{\frac1p}n^{\frac1q} \|A\|_q     That is   \color{blue}{ \|A\|_p \le  m^{\frac1p}n^{\frac1q} \|A\|_q }    By symmetry we have,      \color{blue}{ \|A\|_q \le  n^{\frac1p}m^{\frac1q} \|A\|_p }    That is      \color{blue}{n^{-\frac1p}m^{-\frac1q} \|A\|_p \le  \|A\|_q \le  m^{\frac1p}n^{\frac1q} \|A\|_p }    Hence take  C_2 =m^{\frac1p}n^{\frac1q}, ~~~~C_{1}^{-1}=n^{\frac1p}m^{\frac1q}  	0.8073988556861877
721844	Since  B  is singular there exists some  v\neq 0  with  \|v\|=1   such that  Bv=0 . Thus,  \|A-B\|_2^2\geq \|(A-B)v\|^2=\|Av\|^2=v^*A^*Av\geq \lambda_{min}(A^*A)\\ =\lambda_{min}\left[(A^{-1}(A^{-1})^*)^{-1}\right]=\frac{1}{\lambda_{max}(A^{-1}(A^{-1})^*)}=\frac{1}{\|A^{-1}\|_2^2}    EDIT: For a general induced  p -norm ( p>1 ):  Similarly there exists some  v\neq 0  with  \|v\|_p=1   such that  Bv=0 . Thus, for the induced matrix  p -norm  \|A-B\|_p\geq \|(A-B)v\|_p=\|Av\|_p\qquad\qquad(1)  Define now  q>0  such that  \frac{1}{p}+\frac{1}{q}=1 . Then using Holder inequality  \|Av\|_p\|A^{-1}\|_q\geq \|Av\|_p\frac{\|A^{-1}v\|_q}{\|v\|_q}\geq \|v\|_2^2\|v\|_{q}^{-1}\qquad (2)  Thus for a general  p -norm ( p>1 ) it holds true from (1), (2) that  \|A-B\|_p\geq \min_{v\in Ker(B), \|v\|_p=1} \left\{\|v\|_2^2\|v\|^{-1}_q\right\}\frac{1}{\|A^{-1}\|_q}  	0.8066763281822205
443311	All mentioned matrix norms are special cases of the matrix  p -norm:  \tag{a} \|A\|_p:=\max_{x\neq 0}\frac{\|Ax\|_p}{\|x\|_p}.   If, for two  vector   p -norms  \|\cdot\|_p  and  \|\cdot\|_q  ( p,q\in[1,\infty] ), there are positive constants  \alpha  and  \beta  such that  \tag{b} \alpha\|x\|_q\leq\|x\|_p\leq\beta\|x\|_q   holds for all  x , then we have from (a) that   \|A\|_p=\max_{x\neq 0}\frac{\|Ax\|_p}{\|x\|_p}\begin{cases}\leq\max\limits_{x\neq 0}\frac{\beta\|Ax\|_q}{\alpha\|x\|_q}&=\frac{\beta}{\alpha}\|A\|_q\\ \geq\max_{x\neq 0}\frac{\alpha\|Ax\|_q}{\beta\|x\|_q}&=\frac{\alpha}{\beta}\|A\|_q. \end{cases}.   Hence,  \tag{c} \frac{\alpha}{\beta}\|A\|_q\leq\|A\|_p\leq\frac{\beta}{\alpha}\|A\|_q.   To get (1) and (2), use in (c) and (b) the well known relations  \tag{d} \|x\|_{\infty}\leq\|x\|_2\leq\sqrt{n}\|x\|_{\infty}, \quad \frac{1}{\sqrt{n}}\|x\|_1\leq\|x\|_2\leq\|x\|_1.        For (4), note that the 2-norm of  A  is the square root of the largest eigenvalue of  A^*A , that is, there is a  \lambda=\|A\|_2^2  and a nonzero  y  such that  A^*Ay=\lambda y . Let  \|\cdot\|  be  any  vector norm and  \|\cdot\|  its associated operator norm. The eigenvector  y  can be chosen such that  \|y\|=1 . Then   \|A\|_2^2=\lambda=\|A^*Ay\|\leq\|A^*\|\|A\|\|y\|=\|A\|\|A^*\|.  Hence for any operator matrix norm   \|A\|_2\leq\sqrt{\|A\|\|A^*\|}.   In particular,  \tag{e} \|A\|_2\leq\sqrt{\|A\|_1\|A^*\|_1}=\sqrt{\|A\|_1\|A\|_{\infty}}.        To show (3), let  e_i  be the  i th column of the  n\times n  identity matrix. Since  \|e_i\|_2=1 , (a) and (d) imply that   \|A\|_2\geq\|Ae_i\|_2\geq\|Ae_i\|_{\infty}=\max_{j}|a_{ij}|.   Since the above is valid for any  i ,  \|A\|_2\geq\max_{i,j}|a_{ij}|.  The second inequality can be easily obtained from (e) and the fact that    \left.\begin{array}{l} \|A\|_1\\\|A\|_{\infty} \end{array}\right\}\leq n\max_{i,j}|a_{ij}|.   	0.8066402077674866
