pid	doc_raw	doc	score
2923042	"<p>Though not an answer to the question, I would like to mention that the inequality <span class=""math-container"" id=""27052857"">\|B\|_F \leq \|B\|_{\mathrm{op}}</span> is not correct, it should be <span class=""math-container"" id=""27052858"">\|B\|_{\mathrm{op}}\leq\|B\|_{F}</span>. A quick way to see this, is to use the equations <span class=""math-container"" id=""27052859""> \|B\|^2_{\mathrm{op}}  = \lambda_{\max}(B^TB)= \sigma^2_{\max}(B) </span> and <span class=""math-container"" id=""27052860""> \|B\|_F^2 = \operatorname{trace}(B^T B) = \sum_{i=1}^{\min\{m,n\}} \sigma^2_i (B),</span> where <span class=""math-container"" id=""27052861"">\lambda_i</span> and <span class=""math-container"" id=""27052862"">\sigma_i</span> stand for an eigenvalue and singular value respectively.</p>  <p>Reference: <a href=""https://en.wikipedia.org/wiki/Matrix_norm"" rel=""nofollow noreferrer"">""Matrix norm"" on Wikipedia</a>.</p> "	"Though not an answer to the question, I would like to mention that the inequality  \|B\|_F \leq \|B\|_{\mathrm{op}}  is not correct, it should be  \|B\|_{\mathrm{op}}\leq\|B\|_{F} . A quick way to see this, is to use the equations   \|B\|^2_{\mathrm{op}}  = \lambda_{\max}(B^TB)= \sigma^2_{\max}(B)   and   \|B\|_F^2 = \operatorname{trace}(B^T B) = \sum_{i=1}^{\min\{m,n\}} \sigma^2_i (B),  where  \lambda_i  and  \sigma_i  stand for an eigenvalue and singular value respectively.    Reference:  ""Matrix norm"" on Wikipedia .  "	0.9604169726371765
1186757	"<p>I'm assuming you are talking about functions on <span class=""math-container"" id=""11126095"">\mathbb{R}^n</span>.</p>  <p>So you are asking whether <span class=""math-container"" id=""11126096"">\|f*g\|_\infty\le \|f\|_1\|g\|_1</span></p>  <p>You can already see by scaling that this can't be true. Namely, replace <span class=""math-container"" id=""11126097"">f</span> by <span class=""math-container"" id=""11126098"">f_\lambda(x)=f(\lambda x)</span> and <span class=""math-container"" id=""11126099"">g</span> by <span class=""math-container"" id=""11126100"">g_\lambda</span> (<span class=""math-container"" id=""11126101"">\lambda&gt;0</span>). Also let's say that <span class=""math-container"" id=""11126102"">f,g</span> are such that <span class=""math-container"" id=""11126103"">\frac{\|f\|_1  \|g\|_1}{\|f*g\|_\infty}=1</span> (just a normalization). We have</p>  <p><span class=""math-container"" id=""11126104"">\lambda^{-n} \|f*g\|_\infty=\|f_\lambda*g_\lambda\|_\infty \le \|f_\lambda\|_1 \|g_\lambda\|_1=\lambda^{-2n} \|f\|_1 \|g\|_1</span></p>  <p>Then, <span class=""math-container"" id=""11126105"">\lambda^n \le \frac{\|f\|_1  \|g\|_1}{\|f*g\|_\infty}=1</span></p>  <p>For <span class=""math-container"" id=""11126106"">\lambda&gt;1</span> this is a contradiction!</p>  <p><strong>But</strong> <span class=""math-container"" id=""11126107"">\|f*g\|_\infty\le \|f\|_1 \|g\|_\infty</span> is true (simply pull out the <span class=""math-container"" id=""11126108"">L^\infty</span> norm).</p>  <p>In general, there is <a href=""http://en.wikipedia.org/wiki/Young%27s_inequality#Young.27s_inequality_for_convolutions"" rel=""nofollow"">Young's convolution inequality</a>:</p>  <p><span class=""math-container"" id=""11126109"">\|f*g\|_r\le \|f\|_p \|g\|_q</span></p>  <p>if <span class=""math-container"" id=""11126110"">1+\frac1r=\frac1p+\frac1q</span>, <span class=""math-container"" id=""11126111"">1\le p,q,r\le \infty</span>.</p> "	I'm assuming you are talking about functions on  \mathbb{R}^n .    So you are asking whether  \|f*g\|_\infty\le \|f\|_1\|g\|_1    You can already see by scaling that this can't be true. Namely, replace  f  by  f_\lambda(x)=f(\lambda x)  and  g  by  g_\lambda  ( \lambda>0 ). Also let's say that  f,g  are such that  \frac{\|f\|_1  \|g\|_1}{\|f*g\|_\infty}=1  (just a normalization). We have    \lambda^{-n} \|f*g\|_\infty=\|f_\lambda*g_\lambda\|_\infty \le \|f_\lambda\|_1 \|g_\lambda\|_1=\lambda^{-2n} \|f\|_1 \|g\|_1    Then,  \lambda^n \le \frac{\|f\|_1  \|g\|_1}{\|f*g\|_\infty}=1    For  \lambda>1  this is a contradiction!    But   \|f*g\|_\infty\le \|f\|_1 \|g\|_\infty  is true (simply pull out the  L^\infty  norm).    In general, there is  Young's convolution inequality :    \|f*g\|_r\le \|f\|_p \|g\|_q    if  1+\frac1r=\frac1p+\frac1q ,  1\le p,q,r\le \infty .  	0.9601579904556274
1973095	"<p>You can also prove it by relating spectral radius with matrix norm. For a linear operator <span class=""math-container"" id=""18281027"">A</span>, <span class=""math-container"" id=""18281028"">\operatorname{spr}(A) \le \|A\|</span> where <span class=""math-container"" id=""18281029"">\begin{align} \|A\| &amp;= \underset{\|x\|=1}{\sup} \|Ax\| \\ \operatorname{spr}(A) &amp;= \max\left\lbrace |\lambda|: \lambda \text{ is an eigenvalue of } A \right\rbrace \end{align}</span>  The spectral radius <span class=""math-container"" id=""18281030"">\operatorname{spr}(A)</span> and <span class=""math-container"" id=""18281031"">\|A\|</span> are equal iff the operator <span class=""math-container"" id=""18281032"">A</span> is <a href=""https://en.wikipedia.org/wiki/Normal_matrix"" rel=""nofollow noreferrer"">normal</a>.</p>  <p>So <span class=""math-container"" id=""18281033"">\|A\| &lt; 1 \Rightarrow \operatorname{spr}(A) &lt; 1 \Rightarrow </span> all of the eigenvalues of <span class=""math-container"" id=""18281034"">A</span> have absolute value smaller than 1.</p>  <p>See Exercise I.2.6 of <a href=""http://www.springer.com/us/book/9780387948461"" rel=""nofollow noreferrer"">Rajendra Bhatia's Matrix Analysis</a> where he calls it the <a href=""https://en.wikipedia.org/wiki/Neumann_series"" rel=""nofollow noreferrer"">Neumann Series</a>. <a href=""https://i.stack.imgur.com/E7QQ6.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/E7QQ6.png"" alt=""enter image description here""></a></p> "	You can also prove it by relating spectral radius with matrix norm. For a linear operator  A ,  \operatorname{spr}(A) \le \|A\|  where  \begin{align} \|A\| &= \underset{\|x\|=1}{\sup} \|Ax\| \\ \operatorname{spr}(A) &= \max\left\lbrace |\lambda|: \lambda \text{ is an eigenvalue of } A \right\rbrace \end{align}   The spectral radius  \operatorname{spr}(A)  and  \|A\|  are equal iff the operator  A  is  normal .    So  \|A\| < 1 \Rightarrow \operatorname{spr}(A) < 1 \Rightarrow   all of the eigenvalues of  A  have absolute value smaller than 1.    See Exercise I.2.6 of  Rajendra Bhatia's Matrix Analysis  where he calls it the  Neumann Series .   	0.9599092602729797
507461	"<p>Notice that from <a href=""https://en.wikipedia.org/wiki/H%C3%B6lder%27s_inequality"" rel=""nofollow"">Hölder's inequality</a>, valid for <span class=""math-container"" id=""5302982"">p \geq 1</span>, <span class=""math-container"" id=""5302983"">   \|f\|_1 = \|f \cdot 1\|_1 \leq \|f\|_p \|1\|_q = \|f\|_p, </span> where <span class=""math-container"" id=""5302984"">\frac{1}{p} + \frac{1}{q} = 1</span>, since <span class=""math-container"" id=""5302985"">\|1\|_q = 1</span>.</p>  <p>But this implies that the identity <span class=""math-container"" id=""5302986"">   \begin{array}{rrl}     \mathrm{id}: &amp;(C([0,1], \|\cdot\|_p) &amp;\rightarrow &amp;(C([0,1], \|\cdot\|_1)     \\                  &amp;x &amp;\mapsto &amp;x   \end{array} </span> is continuous. And since <span class=""math-container"" id=""5302987"">A = \mathrm{id}^{-1}(B(0,1))</span>, and <span class=""math-container"" id=""5302988"">B(0,1)</span> is open in the <span class=""math-container"" id=""5302989"">1</span>-norm, it follows that <span class=""math-container"" id=""5302990"">A</span> is open.</p>  <hr>  <p><b>Edit:</b> added observation from Pedro Tamaroff that Hölder is valid for <span class=""math-container"" id=""5302991"">p \geq 1</span>.</p> "	Notice that from  Hölder's inequality , valid for  p \geq 1 ,     \|f\|_1 = \|f \cdot 1\|_1 \leq \|f\|_p \|1\|_q = \|f\|_p,   where  \frac{1}{p} + \frac{1}{q} = 1 , since  \|1\|_q = 1 .    But this implies that the identity     \begin{array}{rrl}     \mathrm{id}: &(C([0,1], \|\cdot\|_p) &\rightarrow &(C([0,1], \|\cdot\|_1)     \\                  &x &\mapsto &x   \end{array}   is continuous. And since  A = \mathrm{id}^{-1}(B(0,1)) , and  B(0,1)  is open in the  1 -norm, it follows that  A  is open.       Edit:  added observation from Pedro Tamaroff that Hölder is valid for  p \geq 1 .  	0.9598352909088135
179439	"<p><em>This got too long for a comment:</em></p>  <p>Using the definition of the <a href=""http://en.wikipedia.org/wiki/Vector_norm#p-norm"" rel=""nofollow"">vecto <span class=""math-container"" id=""2084465"">p</span> norm</a> <span class=""math-container"" id=""2084466"">     \|\mathbf{x}\|_p := \bigg( \sum_{i=1}^n |x_i|^p \bigg)^{1/p}, </span> you can combine 3.) and 4.) like the following:</p>  <p>Let  <span class=""math-container"" id=""2084467""> \left \| A \right \| _p = \max \limits _{x \ne 0} \frac{\left \| A x\right \| _p}{\left \| x\right \| _p}.  </span> So you get back 3.) with <span class=""math-container"" id=""2084468"">p=2</span>. In the case of <span class=""math-container"" id=""2084469"">p=1</span> and <span class=""math-container"" id=""2084470"">p=\infty</span>, the norms can be computed as:</p>  <ul> <li><span class=""math-container"" id=""2084471""> \left \| A \right \| _1 = \max \limits _{1 \leq j \leq n} \sum _{i=1} ^m | a_{ij} |, </span>  which is simply the maximum absolute column sum of the matrix.</li> <li><span class=""math-container"" id=""2084472""> \left \| A \right \| _\infty = \max \limits _{1 \leq i \leq m} \sum _{j=1} ^n | a_{ij} |, </span>  which is simply the maximum absolute row sum of the matrix</li> </ul>  <p>Here I'm not sure, which of both you mean, but none of them is a vector as already pointed out in the comments (taken from <a href=""http://en.wikipedia.org/wiki/Matrix_norm#Induced_norm"" rel=""nofollow"">Matrix norm/Induced_norm</a>, which also provides some examples, that might help with the interpretation).</p> "	This got too long for a comment:    Using the definition of the  vecto  p  norm        \|\mathbf{x}\|_p := \bigg( \sum_{i=1}^n |x_i|^p \bigg)^{1/p},   you can combine 3.) and 4.) like the following:    Let    \left \| A \right \| _p = \max \limits _{x \ne 0} \frac{\left \| A x\right \| _p}{\left \| x\right \| _p}.    So you get back 3.) with  p=2 . In the case of  p=1  and  p=\infty , the norms can be computed as:       \left \| A \right \| _1 = \max \limits _{1 \leq j \leq n} \sum _{i=1} ^m | a_{ij} |,    which is simply the maximum absolute column sum of the matrix.    \left \| A \right \| _\infty = \max \limits _{1 \leq i \leq m} \sum _{j=1} ^n | a_{ij} |,    which is simply the maximum absolute row sum of the matrix      Here I'm not sure, which of both you mean, but none of them is a vector as already pointed out in the comments (taken from  Matrix norm/Induced_norm , which also provides some examples, that might help with the interpretation).  	0.9598090648651123
3054620	"<p>To show that <span class=""math-container"" id=""18238682"">f \in L^p(\mathbb{R}^n)</span> is in fact a tempered distribution, we need to verify whether <span class=""math-container"" id=""18238683"">f</span> acting on Schwatz class test functions produces a finite number, i.e. for <span class=""math-container"" id=""18238684"">\phi \in \mathcal{S}(\mathbb{R}^n)</span> <span class=""math-container"" id=""18238685"">\begin{equation}   |\langle f,\phi \rangle | &lt; +\infty \end{equation}</span> To see this, observe that by Schwartz inequality,</p>  <p><span class=""math-container"" id=""18238686"">\begin{eqnarray}  |\langle f,\phi \rangle |&amp;=&amp; \bigg|\int f \phi \bigg|      \nonumber \\                          &amp;\leq&amp;  \int \big|f \phi \big|  \nonumber \\                          &amp;\le&amp; \bigg(\int \big|f \big|^p\bigg)^{1/p} \bigg(\int                              \big| \phi \big|^q\bigg)^{1/q} \text{ where } \frac{1}{p} + \frac{1}{q}=1\\                          &amp;=&amp; C_f || \phi||_{L^q} \text{ where } C_f=||f||_{L^p}\\                          &amp;&lt;&amp; +\infty \text{ as } \phi \in L^q \end{eqnarray}</span></p> "	To show that  f \in L^p(\mathbb{R}^n)  is in fact a tempered distribution, we need to verify whether  f  acting on Schwatz class test functions produces a finite number, i.e. for  \phi \in \mathcal{S}(\mathbb{R}^n)   \begin{equation}   |\langle f,\phi \rangle | < +\infty \end{equation}  To see this, observe that by Schwartz inequality,    \begin{eqnarray}  |\langle f,\phi \rangle |&=& \bigg|\int f \phi \bigg|      \nonumber \\                          &\leq&  \int \big|f \phi \big|  \nonumber \\                          &\le& \bigg(\int \big|f \big|^p\bigg)^{1/p} \bigg(\int                              \big| \phi \big|^q\bigg)^{1/q} \text{ where } \frac{1}{p} + \frac{1}{q}=1\\                          &=& C_f || \phi||_{L^q} \text{ where } C_f=||f||_{L^p}\\                          &<& +\infty \text{ as } \phi \in L^q \end{eqnarray}  	0.9597285985946655
2700684	"<p>We start with <span class=""math-container"" id=""24930981"">\|ax-by\|^2</span> since it is a non-negative number, with the hope to derive the Cauchy-Schwarz inequality from a trivial inequality. For instance, by just picking <span class=""math-container"" id=""24930982"">a</span> and <span class=""math-container"" id=""24930983"">b</span> as <span class=""math-container"" id=""24930984"">1</span> we have <span class=""math-container"" id=""24930985"">0 \leq \|x-y\|^2 = \|x\|^2+\|y\|^2 -2\langle x,y\rangle \tag{1}</span> from which it follows that <span class=""math-container"" id=""24930986""> \langle x,y\rangle \leq \frac{\|x\|^2+\|y\|^2}{2}\qquad\text{(trivial inequality)}.\tag{2}</span> Now we may exploit a symmetry: if we pick some <span class=""math-container"" id=""24930987"">\lambda&gt;0</span> and replace <span class=""math-container"" id=""24930988"">x</span> by <span class=""math-container"" id=""24930989"">\lambda x</span> and <span class=""math-container"" id=""24930990"">y</span> by <span class=""math-container"" id=""24930991"">\frac{1}{\lambda}y</span> the LHS of <span class=""math-container"" id=""24930992"">(2)</span> is unchanged. In particular <span class=""math-container"" id=""24930993""> \forall \lambda&gt;0,\qquad\langle x,y\rangle \leq \frac{\lambda^2\|x\|^2+\frac{1}{\lambda^2}\|y\|^2}{2}\qquad\text{(less trivial inequality)}.\tag{3}</span> Given some <span class=""math-container"" id=""24930994"">\|x\|,\|y\|&gt;0</span>, we may pick <span class=""math-container"" id=""24930995"">\lambda&gt;0</span> such that the RHS of <span class=""math-container"" id=""24930996"">(3)</span> is minimal.<br> By the AM-GM inequality the RHS of <span class=""math-container"" id=""24930997"">(3)</span> is <span class=""math-container"" id=""24930998"">\geq\|x\|\|y\|</span>, but equality is attained if <span class=""math-container"" id=""24930999"">\lambda=\sqrt{\frac{\|y\|}{\|x\|}}</span>. <span class=""math-container"" id=""24931000""> \langle x,y\rangle \leq \|x\|\|y\| \tag{4} </span> Is the Cauchy-Schwarz inequality. By performing a backtracking  in the outlined proof we have that equality holds iff <span class=""math-container"" id=""24931001"">x,y</span> are linearly dependent. We also have that <span class=""math-container"" id=""24931002"">(4)</span> holds for <em>any</em> positive definite inner product <span class=""math-container"" id=""24931003"">\langle \cdot,\cdot\rangle</span>, where <span class=""math-container"" id=""24931004"">\|x\|</span> is defined through <span class=""math-container"" id=""24931005"">\|x\|^2=\langle x,x\rangle</span>.</p> "	We start with  \|ax-by\|^2  since it is a non-negative number, with the hope to derive the Cauchy-Schwarz inequality from a trivial inequality. For instance, by just picking  a  and  b  as  1  we have  0 \leq \|x-y\|^2 = \|x\|^2+\|y\|^2 -2\langle x,y\rangle \tag{1}  from which it follows that   \langle x,y\rangle \leq \frac{\|x\|^2+\|y\|^2}{2}\qquad\text{(trivial inequality)}.\tag{2}  Now we may exploit a symmetry: if we pick some  \lambda>0  and replace  x  by  \lambda x  and  y  by  \frac{1}{\lambda}y  the LHS of  (2)  is unchanged. In particular   \forall \lambda>0,\qquad\langle x,y\rangle \leq \frac{\lambda^2\|x\|^2+\frac{1}{\lambda^2}\|y\|^2}{2}\qquad\text{(less trivial inequality)}.\tag{3}  Given some  \|x\|,\|y\|>0 , we may pick  \lambda>0  such that the RHS of  (3)  is minimal.  By the AM-GM inequality the RHS of  (3)  is  \geq\|x\|\|y\| , but equality is attained if  \lambda=\sqrt{\frac{\|y\|}{\|x\|}} .   \langle x,y\rangle \leq \|x\|\|y\| \tag{4}   Is the Cauchy-Schwarz inequality. By performing a backtracking  in the outlined proof we have that equality holds iff  x,y  are linearly dependent. We also have that  (4)  holds for  any  positive definite inner product  \langle \cdot,\cdot\rangle , where  \|x\|  is defined through  \|x\|^2=\langle x,x\rangle .  	0.9595434665679932
2839988	"<p>Suppose <span class=""math-container"" id=""26234541""> A, B \in \mathbb{R}^{n \times n}</span> then we know the singular value decomposition exists for both of these. So, the following is true.</p>  <p><span class=""math-container"" id=""26234542""> A = U \Sigma V^{T}  </span> </p>  <p>with <span class=""math-container"" id=""26234543""> U,V, \Sigma \in \mathbb{R}^{n \times n} </span> then we know <span class=""math-container"" id=""26234544"">\| A \|_{F} \leq   \|U \| \|\Sigma\| \|V^{T} \|  </span> but <span class=""math-container"" id=""26234545"">U, V </span> are orthogonal which means their norm is 1. So, we have  <span class=""math-container"" id=""26234546""> \|A \|_{F}  \leq \|\Sigma\|_{F} </span>  and <span class=""math-container"" id=""26234547""> \Sigma </span> is diagonal matrix. The norm of <span class=""math-container"" id=""26234548""> \Sigma </span> is <span class=""math-container"" id=""26234549""> \| S \|_{F} = max_{i} |\sigma_{i}| </span> that is it is the maximum singular value which is the top entry incidently.</p>  <p>So, you have some bounds. From here then </p>  <p><span class=""math-container"" id=""26234550""> \|A+B\| \leq \| A \| +\|B\|  </span> <span class=""math-container"" id=""26234551"">  \sigma_{A+B} \leq \sigma_{A} + \sigma_{B} </span></p> "	Suppose   A, B \in \mathbb{R}^{n \times n}  then we know the singular value decomposition exists for both of these. So, the following is true.     A = U \Sigma V^{T}        with   U,V, \Sigma \in \mathbb{R}^{n \times n}   then we know  \| A \|_{F} \leq   \|U \| \|\Sigma\| \|V^{T} \|    but  U, V   are orthogonal which means their norm is 1. So, we have    \|A \|_{F}  \leq \|\Sigma\|_{F}    and   \Sigma   is diagonal matrix. The norm of   \Sigma   is   \| S \|_{F} = max_{i} |\sigma_{i}|   that is it is the maximum singular value which is the top entry incidently.    So, you have some bounds. From here then      \|A+B\| \leq \| A \| +\|B\|       \sigma_{A+B} \leq \sigma_{A} + \sigma_{B}   	0.9594707489013672
2352027	"<p>As pointed out in another answer, the stated inequality is false. A simple example is given by the diagonal matrix <span class=""math-container"" id=""18431528"">A=\operatorname{diag}(1,-1)</span>, where <span class=""math-container"" id=""18431529"">\operatorname{tr}(A^2)=2&gt;\operatorname{tr}(A)^2=0</span>.</p>  <p>If <span class=""math-container"" id=""18431530"">A</span> is positive semidefinite, by diagonalising it, the inequality reduces to <span class=""math-container"" id=""18431531""> \left(\sum\lambda_i^m\right)^{1/m}\ge\left(\sum\lambda_i^{m+1}\right)^{1/{m+1}}, </span> where <span class=""math-container"" id=""18431532"">\lambda_1,\ldots,\lambda_n\ge0</span> are the eigenvalues of <span class=""math-container"" id=""18431533"">A</span>, which is indeed true.</p>  <p>Alternatively, if you use singular values instead, the following is true for every symmetric <span class=""math-container"" id=""18431534"">A</span>: <span class=""math-container"" id=""18431535""> \left(\sum\sigma_i^m\right)^{1/m}\ge\left(\sum\sigma_i^{m+1}\right)^{1/{m+1}}. </span> Both of these are special cases of the fact that <span class=""math-container"" id=""18431536"">\|\cdot\|_p\ge\|\cdot\|_q</span> when <span class=""math-container"" id=""18431537"">0&lt;p&lt;q</span>. Proofs of this fact are abundant on this site. See, the following threads, for instances:</p>  <ul> <li><a href=""https://math.stackexchange.com/questions/4094/how-do-you-show-that-l-p-subset-l-q-for-p-leq-q"">How do you show that <span class=""math-container"" id=""18431538"">l_p \subset l_q</span> for <span class=""math-container"" id=""18431539"">p \leq q</span>?</a></li> <li><a href=""https://math.stackexchange.com/questions/367899/q-norm-leq-p-norm""><span class=""math-container"" id=""18431540"">q</span>-norm <span class=""math-container"" id=""18431541"">\leq</span> <span class=""math-container"" id=""18431542"">p</span>-norm</a></li> </ul> "	As pointed out in another answer, the stated inequality is false. A simple example is given by the diagonal matrix  A=\operatorname{diag}(1,-1) , where  \operatorname{tr}(A^2)=2>\operatorname{tr}(A)^2=0 .    If  A  is positive semidefinite, by diagonalising it, the inequality reduces to   \left(\sum\lambda_i^m\right)^{1/m}\ge\left(\sum\lambda_i^{m+1}\right)^{1/{m+1}},   where  \lambda_1,\ldots,\lambda_n\ge0  are the eigenvalues of  A , which is indeed true.    Alternatively, if you use singular values instead, the following is true for every symmetric  A :   \left(\sum\sigma_i^m\right)^{1/m}\ge\left(\sum\sigma_i^{m+1}\right)^{1/{m+1}}.   Both of these are special cases of the fact that  \|\cdot\|_p\ge\|\cdot\|_q  when  0	0.959385335445404
2650536	"<p>Since <span class=""math-container"" id=""24493198"">A</span> is real and symmetric, there is an orthogonal <span class=""math-container"" id=""24493199"">U</span> such that <span class=""math-container"" id=""24493200"">U^T A U = \Lambda = \operatorname{diag}(\lambda_1,..., \lambda_n)</span>.</p>  <p>Since <span class=""math-container"" id=""24493201"">A &gt;0</span> then <span class=""math-container"" id=""24493202"">\lambda_n &gt; 0</span>. </p>  <p>Let <span class=""math-container"" id=""24493203"">\sqrt{\Lambda} = \operatorname{diag}(\sqrt{\lambda_1,}..., \sqrt{\lambda_n)}</span>, then we can write  <span class=""math-container"" id=""24493204"">\|x\|_A = \| \sqrt{\Lambda} U^Tx \|_2</span> and since <span class=""math-container"" id=""24493205""> \sqrt{\Lambda} U^T</span> is invertible, all the properties follow from those of the Euclidean norm.</p>  <p>Note that <span class=""math-container"" id=""24493206"">\lambda_n \|x\|_2^2 \le \langle x, Ax \rangle \le \lambda_1 \|x\|_2^2</span> (assuming the eigenvalues are ordered), so we see that <span class=""math-container"" id=""24493207"">\sqrt{\lambda_n} \|x\|_2 \le \|x\|_A  \le \sqrt{\lambda_1} \|x\|_2</span></p> "	Since  A  is real and symmetric, there is an orthogonal  U  such that  U^T A U = \Lambda = \operatorname{diag}(\lambda_1,..., \lambda_n) .    Since  A >0  then  \lambda_n > 0 .     Let  \sqrt{\Lambda} = \operatorname{diag}(\sqrt{\lambda_1,}..., \sqrt{\lambda_n)} , then we can write   \|x\|_A = \| \sqrt{\Lambda} U^Tx \|_2  and since   \sqrt{\Lambda} U^T  is invertible, all the properties follow from those of the Euclidean norm.    Note that  \lambda_n \|x\|_2^2 \le \langle x, Ax \rangle \le \lambda_1 \|x\|_2^2  (assuming the eigenvalues are ordered), so we see that  \sqrt{\lambda_n} \|x\|_2 \le \|x\|_A  \le \sqrt{\lambda_1} \|x\|_2  	0.9593387246131897
17657	"<p>For <span class=""math-container"" id=""170099"">p \geq 1</span> the generalized mean defines a norm, because it is the <span class=""math-container"" id=""170100"">\ell^{p}</span>-norm only up to a factor <span class=""math-container"" id=""170101"">\sqrt[p]{n}</span>.</p>  <p>However, if <span class=""math-container"" id=""170102"">p \lt 1</span>, the generalized mean (and also the <span class=""math-container"" id=""170103"">\ell^{p}</span>-expression) don't define a norm because the set <span class=""math-container"" id=""170104"">\|x\|_{p} \leq 1</span> is not convex: if <span class=""math-container"" id=""170105"">x_{i} \geq 0</span> and <span class=""math-container"" id=""170106"">y_{i} \geq 0</span> for all <span class=""math-container"" id=""170107"">i</span> then <span class=""math-container"" id=""170108"">\|x + y\|_{p} \geq \|x\|_{p} + \|y\|_{p}</span>!</p>  <p>If <span class=""math-container"" id=""170109"">p \leq q</span> then <span class=""math-container"" id=""170110"">\|x\|_{q} \leq \|x\|_{p}</span>. To see this, note that both sides of the inequality are invariant by multiplication with a positive real number, so we may take without loss of generality an <span class=""math-container"" id=""170111"">x</span> with <span class=""math-container"" id=""170112"">\|x\|_{p} = 1</span>. Then <span class=""math-container"" id=""170113"">\|x\|_{q}^{q} = \sum_{j = 1}^{n} |x_{j}|^{q} \leq \sum_{j = 1}^{n} |x_{j}|^{p} = 1</span> this is because for <span class=""math-container"" id=""170114"">t \leq 1</span> and <span class=""math-container"" id=""170115"">p \leq q</span> we have <span class=""math-container"" id=""170116"">t^{q} \leq  t^{p}</span>.</p>  <p>I don't understand what you ask about the sequence space.</p> "	For  p \geq 1  the generalized mean defines a norm, because it is the  \ell^{p} -norm only up to a factor  \sqrt[p]{n} .    However, if  p \lt 1 , the generalized mean (and also the  \ell^{p} -expression) don't define a norm because the set  \|x\|_{p} \leq 1  is not convex: if  x_{i} \geq 0  and  y_{i} \geq 0  for all  i  then  \|x + y\|_{p} \geq \|x\|_{p} + \|y\|_{p} !    If  p \leq q  then  \|x\|_{q} \leq \|x\|_{p} . To see this, note that both sides of the inequality are invariant by multiplication with a positive real number, so we may take without loss of generality an  x  with  \|x\|_{p} = 1 . Then  \|x\|_{q}^{q} = \sum_{j = 1}^{n} |x_{j}|^{q} \leq \sum_{j = 1}^{n} |x_{j}|^{p} = 1  this is because for  t \leq 1  and  p \leq q  we have  t^{q} \leq  t^{p} .    I don't understand what you ask about the sequence space.  	0.9593386650085449
2574150	"<p>Your estimate is not naive in general. With <span class=""math-container"" id=""23795472"">p=1</span>, <span class=""math-container"" id=""23795473"">q=2</span>, take  <span class=""math-container"" id=""23795474""> A=\begin{bmatrix}  1&amp;0&amp;\cdots&amp;0\\  1&amp;0&amp;\cdots&amp;0\\  \vdots&amp;\vdots&amp;\ddots&amp;\vdots\\ 1&amp;0&amp;\cdots&amp;0\\  \end{bmatrix}, </span> It is well-known that  <span class=""math-container"" id=""23795475"">\|A\|_1=\max\{\|A_j\|_1:\ j\},\ \ \ \|A\|_2=\|A^*A\|_2^{1/2}=\max\sigma(A^*A)^{1/2},</span> where <span class=""math-container"" id=""23795476"">A_j</span> denotes the <span class=""math-container"" id=""23795477"">j^{\rm th}</span> column of <span class=""math-container"" id=""23795478"">A</span>, and <span class=""math-container"" id=""23795479"">\sigma(B)</span> is the <em>spectrum</em> (i.e., the list of eigenvalues). </p>  <p>Thus <span class=""math-container"" id=""23795480"">\|A\|_1=n</span>, while <span class=""math-container"" id=""23795481"">\|A\|_2=\|A^*A\|_2^{1/2}=\left\|\begin{bmatrix} n&amp;0&amp;\cdots&amp;0\\0&amp;0&amp;\cdots&amp;0\\ \vdots&amp;\vdots&amp;\ddots&amp;\vdots\\ 0&amp;0&amp;\cdots&amp;0\end{bmatrix}\right\|^{1/2}_2=n^{1/2}.  </span> So <span class=""math-container"" id=""23795482""> \|A\|_1=n^{1/1-1/2}\,\|A\|_2. </span></p> "	Your estimate is not naive in general. With  p=1 ,  q=2 , take    A=\begin{bmatrix}  1&0&\cdots&0\\  1&0&\cdots&0\\  \vdots&\vdots&\ddots&\vdots\\ 1&0&\cdots&0\\  \end{bmatrix},   It is well-known that   \|A\|_1=\max\{\|A_j\|_1:\ j\},\ \ \ \|A\|_2=\|A^*A\|_2^{1/2}=\max\sigma(A^*A)^{1/2},  where  A_j  denotes the  j^{\rm th}  column of  A , and  \sigma(B)  is the  spectrum  (i.e., the list of eigenvalues).     Thus  \|A\|_1=n , while  \|A\|_2=\|A^*A\|_2^{1/2}=\left\|\begin{bmatrix} n&0&\cdots&0\\0&0&\cdots&0\\ \vdots&\vdots&\ddots&\vdots\\ 0&0&\cdots&0\end{bmatrix}\right\|^{1/2}_2=n^{1/2}.    So   \|A\|_1=n^{1/1-1/2}\,\|A\|_2.   	0.9591347575187683
