pid	doc	score
1250252	Hint: First, let  s_x:=\frac 1 2 r_x  and choose finitely many of the intervals  (x−s_x,x+s_x)  that cover  C . Let  R  be the minimum of these values of  s_x .  	0.962037205696106
865997	\underline{A\; way\; without\; using\; an\; infinite\; geometric\; series}    Either you win on the first roll, or you don't, and the turn passes to your opponent, who is now exactly in the same position you were at the start of the game.    Thus if P(you eventually win)  =p,\quad p + \frac56p = 1 \to p = \frac6{11}     	0.9620344042778015
846096	We have  \int_{0}^{1}\frac{\log^{2}\left(1-x\right)}{x}dx\stackrel{x\rightarrow1-x}{=}\int_{0}^{1}\frac{\log^{2}\left(x\right)}{1-x}dx   \stackrel{DCT}{=}  \sum_{k\geq0}\int_{0}^{1}\log^{2}\left(x\right)x^{k}dx\stackrel{IBP}{=}  2\sum_{k\geq0}\frac{1}{\left(k+1\right)^{3}}=\color{red}{2\zeta\left(3\right)}.  	0.9617016315460205
250732	You can prove that  \{y=x\}  and  \{y=-x\}  are connected. Since they have a point in common, their union is. Can you try to argue this is the same, in essence, than showing the real line is connected?    First, let's obtain a slightly more useful equivalent to your definition. First, if  A,B  are open sets and  A\cap B=\varnothing , then they are separated. Now suppose  A,B  are separated sets, and  C=A\cup B . Then  C\setminus \bar A  and  C\setminus \bar B  are relatively open in  C . But  (A\cup B)\setminus \bar A=B  since  B\cap \bar A=\varnothing . Thus  C=A\cup B  and  A,B  are relatively open in  C . We can then just say that a set  C  is disconnected if it can be written as the disjoint union of relatively open subsets of  C .     Now, suppose  f:C\to C'  is continuous and onto. If  C'  is disconnected by  A,B , then  C  is disconnected by the open sets  f^{-1}(A) ,  f^{-1}(B) . Thus, by the contrapositive, if  C  is connected, so must be  C' . That is, the image of a connected set under a continuous function is connected.    Now consider the function  f:\Bbb R\to\Bbb R^2  given by  f(x)=(x,x) . Then your set is  f(\Bbb R) . I hope you know that  \Bbb R  is connected. You should see  f  is continuous:  \lVert f(x)-f(y)\rVert^2=2(x-y)^2    so if  x  and  y  are close, so is  (x,x)  and  (y,y) . Thus,  f(\Bbb R)  is connected.    It is also true that the union of connected sets with non-empty interesction is connected. And one can prove it as follows. First, we prove that  C  is connected if and only if the only continuous functions  f:C\to\{0,1\}   -  where  \{0,1\}  is given the discrete metric (topology), that is,  all  sets are open  -  are constant.    If  C=A\cup B  with  A,B  open, then we can define  f(a)=1  when  a\in A  and  f(b)=0  when  b\in B , to get non constant continuous function  f:C\to\{0,1\} . Conversely, if we had a  non-constant continuous function  f:C\to\{0,1\} , we could write  C=f^{-1}(\{0\})\cup f^{-1}(\{1\})  where this two sets are open and disjoint.    With this out of the way, suppose that we have a collection  \mathscr C  of connected sets, and they have a point in common, call it  c , that is  \bigcap\mathscr C\neq \varnothing . Consider a continuous function  f:\bigcup \mathscr C\to \{0,1\} . We will show that  f(x)=f(c)  for any  x\in\bigcup\mathscr C . Indeed, pick  x  in the union. Then this belongs to some of the sets in the collection, call this set  C_x . Then  f  as a function from  C_x  to  \{0,1\}  is still continuous, so, since  C_x  is connected, it must be constant. But  c\in C_x ; so we must have  f(x)=f(c) . Since this  x  was arbitrary, the claim follows.  	0.9616745114326477
1277760	I don't think it has a closed form. A series form solution to a more general integral in terms of upper incomplete gamma functions is:  \int \frac {at^4+2b}{t^8-be^t} dt = \sum_{k=0}^∞ \frac {1}{b^k(k+1)^{8k+1}}(\frac {a}{b}\frac {\Gamma [8k+5, (k+1)t]}{(k+1)^4} + 2\Gamma [8k+1,(k+1)t])  	0.9615047574043274
283970	"You are probably expected to write something like, when  z  is in  \mathbb C\setminus\{\frac13\} ,   \left|\frac{(1-3z)^{3/2}}{1-3z}\right|=|1-3z|^{1/2}\stackrel{z\to1/3}{\longrightarrow}0.   Unfortunately for this ""proof"", no continuous function  z\mapsto(1-3z)^{1/2}  can exist in a neighborhood of  z=\frac13 , likewise for  z\mapsto(1-3z)^{3/2} .  "	0.9613463282585144
71529	You could of course generalize your current measure    \begin{align}  S(X) = \frac{\frac{k^{(1/m)}}{k^{(1/n)}} -\frac{\|X\|_m}{\|X\|_n} } {\frac{k^{(1/m)}}{k^{(1/n)}}-1} \end{align}    while preserving your properties you specified.    An interesting special case could be  m = 1, n \to \infty , in which case the expression simplifies to    \begin{equation}  S(X) = \frac{k-\frac{\|X\|_1}{\|X\|_c}}{k-1} \end{equation}    where  c = \infty , (for some reason, mathjax refused to render when I inserted  \infty  directly in the fraction)  	0.9608859419822693
990577	So, suppose  p \nmid xyz . Then, from Fermat's theorem,   x^{p-1}\equiv y^{p-1} \equiv z^{p-1} \equiv1 (mod \ p)  which gives us a contradiction, as  x^{p-1}+y^{p-1}\equiv 2 (mod \ p) , while  z^{p-1}\equiv 1 (mod \ p) .  	0.9608449935913086
152796	Being a subset and being an element are different. For every set  A ,  \varnothing\subseteq A , but not necessarily  \varnothing\in A . As an example, we can consider  A=\left\{1,2,3,\{1,2\}\right\}\text{ and }B=\{1,2,3\}.  Then  \{1,2\}\in A  AND  \{1,2\}\subseteq A  whereas  \{1,2\}\subseteq B  but  \{1,2\}\notin B . Hopefully this clarifies that being an element and a being a subset are different things.  	0.9605357050895691
268908	Stein et al. - Complex Analysis    http://press.princeton.edu/chapters/s02_7563.pdf  	0.9605176448822021
482943	No. Any copy of  \mathbb{Z}  must be the ring generated by  1 , but in any infinite field of prime characteristic  p ,  \underbrace{1 + \cdots + 1}_p = 0,  and so the ring generated by  1  is not isomorphic to the integers.    Edit  Under the condition that the field have characteristic  0 , this  is  true, essentially because in such a field the above equation does not hold for any (nonzero)  p .  	0.9604347348213196
447670	To shift the graph 1 unit to the right, replace  x  by  x-1  to get  y=-\ln(-(x-1)) ,     which simplifies to  y=-\ln(1-x) .  	0.9604169726371765
962813	You can't, unless you restrict the operator to a bounded domain like a ball of finite radius. The term bounded has, for historical reasons, a special meaning for (linear) operators, which is de facto different from what you use for general functions. In other words, a linear operator which is bounded will not be bounded in the other sense, unless it is the zero operator.  	0.9601579904556274
1282704	This is related to very deep questions in number theory, and there's no simple answers.    From a naive point of view it seems reasonable. You can start with a fundamental domain for the fractional linear action of  PSL(2,\mathbb Z)  on the upper half plane; the conventional fundamental domain is given by intersecting  -\frac{1}{2} \le \text{Real}(z) < \frac{1}{2}  with  \text{abs}{z} \ge 1 . Then you can carefully choose coset representatives of  \Gamma(m)  in  PSL(2,\mathbb Z) , use them to translate the fundamental domain around, and hope that you chose those representatives carefully enough so that the union of those translated fundamental domains is a polygon which you can then glue up to get  \mathbb H^2 / \Gamma(m) . For the case  m=2  this can probably be done by hand. But the index of  \Gamma(m)  in  PSL(2,\mathbb Z)  grows uncomfortably fast: it is cubic in  m . So this method is not practical in general.    The general heading of your question is the topic of  congruence subgroups  of  PSL(2,\mathbb Z) . In that reference you'll see, for example, a link to a 2006 paper by Long, Machlachlan and Reid proving that there are only finitely many values of  m  such that the quotient surface  \mathbb H^2 / \Gamma(m)  has genus zero, meaning that it is homeomorphic to a sphere with some finite number of points removed. You'll also see described some amazing connections between the topology of  \mathbb H^2 / \Gamma(m)  (more properly, not that surface itself but a closely related quotient orbifold) and the prime factors of the order of the  monster group !  	0.9599092602729797
669094	"""Just"" solve this system:       \begin{align} |BC| &= b+c \\ |BD_1| &= b+d \\ |CD_2| &= c+d \\ |D_1 D_2| &= 2 d \\ |D_2 E| &= d + e \end{align}  where, say,   A = (0,0) \qquad B = (a+b,0) \qquad C = \frac{(a + c )\sqrt{2}}{2} (1,1)   D_1 = (a+2b,x) \qquad D_2 = (x,a+2b) \qquad E = (a+2b)(1,1)       Edit.  Numerically, taking  a=1 , we have   \begin{align} b &= 0.7037139\dots \\ c &= 0.5493113\dots \\  d &= 0.7792658\dots \\  e &= 0.3227824\dots \\  x &= 1.3053795\dots \end{align}     which, according to  Mathematica , is the only solution in positive real values.    Symbolically, well ... There's an unattractive degree-6 polynomial involved, and I don't really want to type it in right now. I'll revisit this later.  "	0.9598352909088135
505367	Let  f = \mathbf{x}^{T}B^{T}B\mathbf{x}-\mathbf{x}^{T}B^{T}\mathbf{b} - \mathbf{b}^TB\mathbf{x} . Notice that  f = \mathbf{x}^{T}B^{T}B\mathbf{x} -2\mathbf{b}^{T}B\mathbf{x} , because  \mathbf{x}^{T}B^{T}\mathbf{b} = \mathbf{b}^TB\mathbf{x} . In multivariate calculus*,  \nabla_{\mathbf{x}} ^{T} f = \frac{\partial f}{\partial\mathbf{x}} = 2\mathbf{x}^{T}B^{T}B -2\mathbf{b}^{T}B . It is a simple calculation.    However, if you don't understand the calculation before. You just follow the steps:    1) Calculate   \Delta f = f(\mathbf{x}+\mathbf{\Delta x})-f(\mathbf{x}) ;    2) Keep only the first order terms (in  \Delta \mathbf{x} ) of  \Delta f . Here, you will have been constructing the differential of  f  ( \partial f );    3) Change, thus,  \Delta \mathbf{x}  by  \partial \mathbf{x}  and you'll have  \partial f = (\cdot)\partial \mathbf{x} . The quantity  (\cdot)  is the derivative  \frac{\partial f}{\partial\mathbf{x}} .    In order to support you in vector and matrix calculus, I suggest you the books:    a)  Matrix Differential Calculus with Applications in Statistics and Econometrics (W.E. Shewhart and S. S. Wilks) ;    b)  Complex-Valued Matrix Derivatives (Are Hjørungnes) .    *depends on the notation used.  	0.9598090648651123
1280783	Here's a beginning: “Suppose that  a,b \in R^\times .”    Here's the end: “Therefore,  ab \in R^\times .    The middle is up to you.  For inspiration, you might try examples with  R=\mathbb{Z}  or  \mathbb{Q} .  What is the inverse of a product of numbers?  Is it expressible in terms of the inverses of the factors?  	0.9597285985946655
364533	Whether or not a series converges does not depend on if  \lim_{n\to\infty}a_n=0 , rather it is the converse that is true.    If a series converges, then  \lim_{n\to\infty}a_n=0 .    But  \lim_{n\to\infty}a_n=0  does not prove that a series converges.    Your series is an example of one that does not converge and approaches  0 .    Here is my explanation:    If a sum gets closer and closer to some limit, then its partial sums must increase by less and less.  Upon reaching the limit, the partial sums no longer increase and we must have the following: \lim_{n\to\infty}\sum_{i=1}^{n}{f(i)}=\lim_{n\to\infty}\sum_{i=1}^{n+1}{f(i)} Due to the nature of  \infty .    Furthermore, we have such:    \lim_{n\to\infty}\sum_{i=1}^{n}{f(i)}=\lim_{n\to\infty}\sum_{i=1}^{n+1}{f(i)} \lim_{n\to\infty}f(1)+f(2)+f(3)+\cdots f(n)=\lim_{n\to\infty}f(1)+f(2)+f(3)+\cdots f(n)+f(n+1) 0=\lim_{n\to\infty}f(n+1)    One can prove a convergent series has this property, but not that a series with this property is convergent.    This means that a series without this property must be divergent, because I just proved all convergent series have this property, meaning if it doesn't, it can't be convergent.    Also, (fun fact) a series' sum is not dependent on whether it converges.    For example: \sum_{n=1}^{\infty}n=-\frac12 If you don't believe, you can look it up.  It even has its own wiki page.  	0.9595434665679932
416245	"If a ring homomorphism is required to send  1_G  to  1_H , then  \phi(-1_G)+1_H=\phi(-1_G)+\phi(1_G)=\phi(1_G-1_G)=\phi(0)=0 , so  \phi(-1_G)=-1_H .    If  \phi  is merely a group homomorphism between the groups of units  G^\ast  and  H^\ast , then the answer is trivially ""no"": you could map  \phi(g)=1_H  for every  g\in G^\ast  to provide a counterexample.  "	0.9594707489013672
13090	For  p \geq 1  the generalized mean defines a norm, because it is the  \ell^{p} -norm only up to a factor  \sqrt[p]{n} .    However, if  p \lt 1 , the generalized mean (and also the  \ell^{p} -expression) don't define a norm because the set  \|x\|_{p} \leq 1  is not convex: if  x_{i} \geq 0  and  y_{i} \geq 0  for all  i  then  \|x + y\|_{p} \geq \|x\|_{p} + \|y\|_{p} !    If  p \leq q  then  \|x\|_{q} \leq \|x\|_{p} . To see this, note that both sides of the inequality are invariant by multiplication with a positive real number, so we may take without loss of generality an  x  with  \|x\|_{p} = 1 . Then  \|x\|_{q}^{q} = \sum_{j = 1}^{n} |x_{j}|^{q} \leq \sum_{j = 1}^{n} |x_{j}|^{p} = 1  this is because for  t \leq 1  and  p \leq q  we have  t^{q} \leq  t^{p} .    I don't understand what you ask about the sequence space.  	0.9593386650085449
316273	For  finite  groups there is an easier proof, using the following facts. The proof of these facts can be found in the spoiler. All groups here are finite. Recall that  \Phi(G)  is the set of  non-generators  of  G  and the intersection of all maximal subgroups of  G . And that a group is nilpotent if and only if all its maximal subgroups are normal (here is where we need finiteness).   Lemma 1  A group  G  is nilpotent if and only if  G' \subseteq \Phi(G) .   Lemma 2  If  N \unlhd G , then  \Phi(N) \unlhd \Phi(G) .  Now assume that  G/N'  and  N  are nilpotent. By Lemma 1, we have  N' \subseteq \Phi(N) , and by Lemma 2, it follows that  N' \unlhd \Phi(G) . If  M  is a maximal subgroup of  G . Then  \Phi(G) \subseteq M , whence  N' \subseteq M , implying  M/N'  is maximal in  G/N' . Since  G/N'  is nilpotent it follows that  M/N' \unlhd G/N'  and by the correspondence theorem this is equivalent to  M \unlhd G . So all maximal subgroups are normal, and  G  is nilpotent.        ! Proof of Lemma 1  If a group is nilpotent and let  M  be a maximal subgroup. Then  M  is normal and hence  G/M  has no non-trival subgroups. This can only be if  M  has prime index in  G , whence  G/M  is abelian and so  G' \subseteq M . Since  \Phi(G)  is the intersection of all maximal subgroup, we get  G' \subseteq \Phi(G) . Conversely, if  G' \subseteq \Phi(G) , then for any maximal subgroup  M  we have  G' \subseteq \Phi(G) \subseteq M , so  G' \subseteq M  and  M  is normal.      Proof of Lemma 2  Observe that  \Phi(N)  is characteristic in  N  and  N  is normal in  G , so  \Phi(N)  is normal in  G . Hence for a maximal subgroup  M  of  G ,  M\Phi(N)  is a subgroup containing  M . Assume  G=M\Phi(N) . By Dedekind Lemma, we get  N=N \cap M\Phi(N)=(N \cap M)\Phi(N)=N \cap M \subseteq M . Hence  \Phi(N) \subseteq N \subseteq M  and it follows that  G=M\Phi(N)=M  a contradiction. We conclude that  \Phi(N) \subseteq M  for any maximal  M , hence  \Phi(N) \subseteq \Phi(G)  as required.    	0.9591347575187683
975617	Hints:      If  n  is an integer, then  \lceil z\rceil\le n\iff z\le n.    \lceil x\rceil\cdot\lceil y\rceil  is an integer.    x\le\lceil x\rceil.  	0.9591052532196045
977698	Uniqueness is a desirable property of a solution but not required.    But continuity is much more important.    From a theoretical perspective    It is possible to distinguish between solutions based only on their domain.    For example, if you have two solutions    \{0,1\} \rightarrow u(t)    \{-1,2\}\rightarrow v(t)    with  u(t)=v(t)    that only differ in the domain, then  v(t)  is called an extension of  u(t) . Nevertheless, some mathematicians would call them separate solutions.    But this is often not done because then we would always have an infinite amount of possible solutions.    The same happens with your approach. Let us look at your specific problem. In an initial value problem our initial value would lie in  (-1,2)  or  (4,\infty)  but not in both.    So we could assign the interval where the initial value is not located the stationary solution.    Not very nice (but from a theoretical standpoint it would be feasible).    The derivative itself can be non continuous on the other hand. For example    u'(t)=\|u\|    is totally valid, even for  u(t)=0 .    From a numerical perspective    Many numerical approximation schemes rely on Taylor expansion of the form  u(t+\Delta t)=u(t)+hu'(t)+u''(\xi) .    If your function is discontinuous this property does not automatically hold anymore. A smaller step size would not automatically improve the solution anymore (if the algorithm is consistent) because a smaller  h  could land on undefined points.  	0.9590164422988892
768028	Assume that  n \neq 1 .    Let  p  be the smallest prime which divides  n . Write  n= p^k \cdot l .    Now, you know that   1 \equiv 2^n \equiv (2^l)^{p^k} \pmod p    Use the fact that  a^p \equiv a \pmod p  to conclude that   (2^l)^{p^k} \equiv 2^l \pmod{p} .    This shows that   2^l \equiv 1 \pmod{p}  You also know that   2^{p-1} \equiv 1 \pmod{p}    This gives that  2^{\gcd (l, p-1)}\equiv 1 \pmod{p} .    Now, if  \gcd(l, p-1) \neq 1  it is divisible by a prime  q . This prime divides  l  hence  n , and  q  also divides  p-1  and hence is smaller than  p . But this contradicts that  p  is the smallest prime dividing  n .    We can therefore conclude that  \gcd (l, p-1)=1 .     Thus  2^1 \equiv 1 \pmod{p} \Rightarrow p\mid 2-1=1 .     This is a contradiction.  	0.9589784741401672
1118457	If  x\in F_n , then the conjugacy class of  x  is in bijection with the set of cosets of  C_{F_n}(x)  in  F_n  where  C_{F_n}(x)  denotes the centralizer of  x .    Exercise :  C_{F_n}(x)  is infinite cyclic for all nonidentity  x\in F_n . ( Hint : subgroups of free groups are free.)    Hope this helps!  	0.9589348435401917
704661	We may suppose that  y\geq 0 . Now  x^4-4x^3+6x^2-2x+5=(x-1)^4+2x+4  Hence we have  (y-(x-1)^2)(y+(x-1)^2)=2(x+2)    This imply that  (x-1)^2\leq (x-1)^2+y\leq 2|x|+4  and it is easy to finish.   	0.9588611721992493
269232	Since  f_X  and  f_Y  are independent then the joint pdf will look like  f_{XY}(x,y)=f_X(x)f_Y(y) . Then we can perform the transoformation or variables from  Y  to  Z=g(Y) :  f_{XZ}(x,z)=f_X(x)f_Z(z)\left|\frac{\partial g(y)}{\partial y}\right| . The question  P[X < g(Y)]  prompts us to use the joint cdf of  X  and  Z :  F_{XZ}(x,z) .   So  P[X < Z]=F_X(z)=\int_{-\infty}^{-\infty}F_{XZ}(z,z')\mathrm dz' .  	0.9588593244552612
431410	This proof looks wrong to me. The claim that  \{ f(x): x \in (0, 1)\}  is bounded below seems wrong. Look at, say,  f(x) = -1/x^8  for  x \ne 0 , and  f(0) = 0 . Then that set is not bounded below.     The place where it really messes up is when you suppose that  f(x) > \int_0^1 ... . At this point,  x  is a specific number in the unit interval. But in the next line, you use it as a variable in a set-specification, and things get confused.     Edit, post-comments:  Once the proof was modified to suppose that  f(x) > \int_0^1 f(t) dt  for all  x \in (0, 1) , the remaining failure is in the last couple of steps. You say that  int_0^1 f(t) −C ~dt \le 0 , but  f(t)−C\ge 0  for all  t , and conclude that this means  f(t)−C=0 . Unless you're assuming  f  is continuous, this conclusion isn't justified. (Think of  C=0 , and  f(t)=0  except for  f(0)=1 , or  f(1/2) = 1 .)     I think that perhaps a better division would be into two cases: (1) there is a constant  C  such that  f(t) = C  almost everywhere, or (2) there is no such constant. The first case gets just a tiny bit trickier, but in the second case, you can conclude at the end that  f(t) = C  almost everywhere; it thus must be true at some point of  (0, 1) .  	0.9588227272033691
1251001	I think is that the question implies some assumptions. For instance, the fact that you arrive at an expected value of  7  is only because you assumed the probability of an individual taking a car to be identical to that of a fair coin; instead, just take  p=\frac{5}{7} , that leads you to an answer and I would guess that this is the one they are looking for.     However, as a side note, I wanted to mention that it's useful to think of concentration inequalities. These won't give you exact answers but can get you fairly tight bounds depending on the information you have at hand. For instance, you can use Markov's inequality here; that's not a great bound for this, so it's not particularly useful.   	0.9585137963294983
599079	The question asks what the angles are if they are obtuse, i.e. between 90 and 180 degrees. The notes provide the conversions, e.g. if you get sin(30) = 0.5 then you convert it to an obtuse angle through sin(30) = sin(180 - 30) from the first note.  	0.9584485292434692
